	BioProject	Sample	Read1_before	Read1_after	Read2_before	Read2_after	Adapter_trimmed	Kraken_total	Classified_reads	Classified_%	Unclassified_reads	Unclassified_%	File
2242	PRJNA1237248	SRR32733531	38956962	38937885			0	38937885	34730074	89.19	4207811	10.81	234325_568_PRJNA1237248_SRR32733531.err
2243	PRJNA763023	SRR16124315	43210522	42099167	43210522	42099167	1851038	84198334	77531463	92.08	6666871	7.92	693415_119_PRJNA763023_SRR16124315.err
2244	PRJNA1237248	SRR32733699	32989116	32973481			0	32973481	29271583	88.77	3701898	11.23	234325_669_PRJNA1237248_SRR32733699.err
2247	PRJNA1237248	SRR32732862	51274635	51253873			0	51253873	46345881	90.42	4907992	9.58	234325_836_PRJNA1237248_SRR32732862.err
2248	PRJNA429097	SRR6456171	18811644	17844243	18811644	17844243	88814	35688486	31638507	88.65	4049979	11.35	693416_117_PRJNA429097_SRR6456171.err
2249	PRJNA447983	SRR6915109	31279186	30698629	31279186	30698629	85442	61397258	53463085	87.08	7934173	12.92	693749_112_PRJNA447983_SRR6915109.err
2251	PRJNA1237248	SRR32733567	35083160	35072319			0	35072319	31419464	89.58	3652855	10.42	234325_106_PRJNA1237248_SRR32733567.err
2253	PRJNA763023	SRR16124322	39925357	39323779	39925357	39323779	3058672	78647558	70905680	90.16	7741878	9.84	693415_190_PRJNA763023_SRR16124322.err
2254	PRJNA531273	SRR8865577	4230264	3652568	4230264	3652568	298740	7305136	6056626	82.91	1248510	17.09	693418_14_PRJNA531273_SRR8865577.err
2256	PRJNA447983	SRR6915102	29674203	28890410	29674203	28890410	92188	57780820	51313913	88.81	6466907	11.19	693749_55_PRJNA447983_SRR6915102.err
2258	PRJNA1237248	SRR32733012	51207045	51188377			0	51188377	44798662	87.52	6389715	12.48	234325_855_PRJNA1237248_SRR32733012.err
2259	PRJEB72523		30231416	29243372	30231416	29243372	12612	58486744	50725004	86.73	7761740	13.27	234221_58_PRJEB72523_ERR14141098.err
2260	PRJNA1237248	SRR32733027	38869587	38853929			0	38853929	34357735	88.43	4496194	11.57	234325_378_PRJNA1237248_SRR32733027.err
2261	PRJNA731589	SRR14610615	33585694	33203594	33585694	33203594	98796	66407188	59894018	90.19	6513170	9.81	693420_107_PRJNA731589_SRR14610615.err
2262	PRJNA1237248	SRR32733111	40626352	40610804			0	40610804	36377189	89.58	4233615	10.42	234325_233_PRJNA1237248_SRR32733111.err
2263	PRJEB59350		15481651	12318833	15481651	12318833	54150	24637666	22476828	91.23	2160838	8.77	234322_52_PRJEB59350_ERR10819087.err
2264	PRJNA1237248	SRR32732979	32257300	32244137			0	32244137	28619709	88.76	3624428	11.24	234325_840_PRJNA1237248_SRR32732979.err
2267	PRJNA429097	SRR6456218	21357408	20349855	21357408	20349855	28624	40699710	34412693	84.55	6287017	15.45	693416_115_PRJNA429097_SRR6456218.err
2268	PRJNA1237248	SRR32733155	32351485	32337753			0	32337753	29468571	91.13	2869182	8.87	234325_386_PRJNA1237248_SRR32733155.err
2269	PRJEB59350		17093043	13750849	17093043	13750849	48466	27501698	24668318	89.70	2833380	10.30	234322_21_PRJEB59350_ERR10818818.err
2270	PRJNA447983	SRR6915114	16002641	15613048	16002641	15613048	25164	31226096	27426596	87.83	3799500	12.17	693749_81_PRJNA447983_SRR6915114.err
2271	PRJNA1237248	SRR32733455	44291027	44270207			0	44270207	39059779	88.23	5210428	11.77	234325_98_PRJNA1237248_SRR32733455.err
2272	PRJEB72525		36924958	35374751	36924958	35374751	15216	70749502	60283829	85.21	10465673	14.79	232906_5_PRJEB72525_ERR14206348.err
2273	PRJEB59350		13724943	12573573	13724943	12573573	16478	25147146	22875753	90.97	2271393	9.03	234322_117_PRJEB59350_ERR10825046.err
2274	PRJNA1167935	SRR30861078	29760043	28633441	29760043	28633441	18066	57266882	49263628	86.02	8003254	13.98	234217_36_PRJNA1167935_SRR30861078.err
2276	PRJNA1237248	SRR32733442	34347884	34334029			0	34334029	30782923	89.66	3551106	10.34	234325_121_PRJNA1237248_SRR32733442.err
2278	PRJNA1237248	SRR32733103	46992788	46971403			0	46971403	42012238	89.44	4959165	10.56	234325_344_PRJNA1237248_SRR32733103.err
2279	PRJEB72525		7480864	4403132	7480864	4403132	300934	8806264	7639161	86.75	1167103	13.25	232906_69_PRJEB72525_ERR14205971.err
2280	PRJEB72524		23962425	22631037	23962425	22631037	988794	45262074	39596064	87.48	5666010	12.52	694103_123_PRJEB72524_ERR14204995.err
2281	PRJNA731589	SRR14610610	27556547	27253256	27556547	27253256	384644	54506512	49071977	90.03	5434535	9.97	693420_48_PRJNA731589_SRR14610610.err
2282	PRJNA429097	SRR6451676	16148619	14952896	16148619	14952896	18920	29905792	26181637	87.55	3724155	12.45	693416_62_PRJNA429097_SRR6451676.err
2283	PRJNA429097	SRR6456185	21578285	20085203	21578285	20085203	73314	40170406	32499259	80.90	7671147	19.10	693416_150_PRJNA429097_SRR6456185.err
2284	PRJEB72523		20389821	19280098	20389821	19280098	9292	38560196	33919165	87.96	4641031	12.04	234221_105_PRJEB72523_ERR14139817.err
2285	PRJNA763023	SRR16124220	33797268	32707474	33797268	32707474	2803936	65414948	59438110	90.86	5976838	9.14	693415_33_PRJNA763023_SRR16124220.err
2286	PRJNA1237248	SRR32733231	43307897	43291656			0	43291656	39163360	90.46	4128296	9.54	234325_144_PRJNA1237248_SRR32733231.err
2287	PRJNA1237248	SRR32733422	34642387	34627554			0	34627554	31791479	91.81	2836075	8.19	234325_844_PRJNA1237248_SRR32733422.err
2288	PRJNA1237248	SRR32732972	33971191	33955734			0	33955734	30179332	88.88	3776402	11.12	234325_356_PRJNA1237248_SRR32732972.err
2289	PRJEB72524		31546426	29926112	31546426	29926112	1349574	59852224	52852294	88.30	6999930	11.70	694103_175_PRJEB72524_ERR14204968.err
2290	PRJNA1237248	SRR32732885	40525808	40506313			0	40506313	35238660	87.00	5267653	13.00	234325_105_PRJNA1237248_SRR32732885.err
2291	PRJNA1237248	SRR32733284	36175096	36158961			0	36158961	31735979	87.77	4422982	12.23	234325_140_PRJNA1237248_SRR32733284.err
2293	PRJNA763023	SRR16124180	34348543	33863201	34348543	33863201	2686352	67726402	62317506	92.01	5408896	7.99	693415_140_PRJNA763023_SRR16124180.err
2297	PRJNA1237248	SRR32733293	55629716	55605099			0	55605099	42801162	76.97	12803937	23.03	234325_225_PRJNA1237248_SRR32733293.err
2298	PRJNA731589	SRR14610578	41547321	40815198	41547321	40815198	138686	81630396	74431398	91.18	7198998	8.82	693420_66_PRJNA731589_SRR14610578.err
2300	PRJEB72523		17011573	16547229	17011573	16547229	35462	33094458	28973333	87.55	4121125	12.45	234221_68_PRJEB72523_ERR14136204.err
2301	PRJEB72524		10641650	10209741	10641650	10209741	481486	20419482	17730626	86.83	2688856	13.17	694103_116_PRJEB72524_ERR14204780.err
2302	PRJNA731589	SRR14610598	41478409	40834625	41478409	40834625	125800	81669250	74709183	91.48	6960067	8.52	693420_94_PRJNA731589_SRR14610598.err
2303	PRJNA763023	SRR16124338	29657746	29100319	29657746	29100319	2296438	58200638	53119875	91.27	5080763	8.73	693415_56_PRJNA763023_SRR16124338.err
2304	PRJNA1237248	SRR32733288	37217547	37200651			0	37200651	33341265	89.63	3859386	10.37	234325_723_PRJNA1237248_SRR32733288.err
2305	PRJNA1237248	SRR32732958	45511037	45490888			0	45490888	39211130	86.20	6279758	13.80	234325_619_PRJNA1237248_SRR32732958.err
2306	PRJNA1237248	SRR32732807	38331496	38315859			0	38315859	34830604	90.90	3485255	9.10	234325_211_PRJNA1237248_SRR32732807.err
2307	PRJEB72524		67579545	64019338	67579545	64019338	2974434	128038676	111423189	87.02	16615487	12.98	694103_194_PRJEB72524_ERR14205096.err
2308	PRJNA1237248	SRR32733630	59977862	59949632			0	59949632	52931333	88.29	7018299	11.71	234325_371_PRJNA1237248_SRR32733630.err
2310	PRJNA531273	SRR8865598	13843613	13046120	13843613	13046120	187856	26092240	19792402	75.86	6299838	24.14	693418_2_PRJNA531273_SRR8865598.err
2311	PRJNA1237248	SRR32733210	46124790	46105505			0	46105505	41336167	89.66	4769338	10.34	234325_36_PRJNA1237248_SRR32733210.err
2313	PRJNA1237248	SRR32733145	54203225	54180830			0	54180830	48977902	90.40	5202928	9.60	234325_74_PRJNA1237248_SRR32733145.err
2314	PRJEB72526		7332385	6149488	7332385	6149488	13238	12298976	10627812	86.41	1671164	13.59	234324_24_PRJEB72526_ERR14218884.err
2315	PRJNA1237248	SRR32733675	54963091	54940262			0	54940262	49086649	89.35	5853613	10.65	234325_325_PRJNA1237248_SRR32733675.err
2316	PRJEB72523		21349754	20374581	21349754	20374581	7970	40749162	36931760	90.63	3817402	9.37	234221_64_PRJEB72523_ERR14141068.err
2318	PRJNA1237248	SRR32733443	48621006	48604225			0	48604225	43530077	89.56	5074148	10.44	234325_509_PRJNA1237248_SRR32733443.err
2319	PRJNA1237248	SRR32733661	38363307	38348467			0	38348467	34071529	88.85	4276938	11.15	234325_790_PRJNA1237248_SRR32733661.err
2320	PRJNA429097	SRR6456152	16922562	15819204	16922562	15819204	12172	31638408	27082247	85.60	4556161	14.40	693416_17_PRJNA429097_SRR6456152.err
2321	PRJNA429097	SRR6456195	16575845	15354450	16575845	15354450	91894	30708900	22337106	72.74	8371794	27.26	693416_108_PRJNA429097_SRR6456195.err
2323	PRJNA429097	SRR6456149	15216653	14246355	15216653	14246355	11988	28492710	24999640	87.74	3493070	12.26	693416_48_PRJNA429097_SRR6456149.err
2324	PRJNA447983	SRR6915169	11396313	11108242	11396313	11108242	24320	22216484	19427439	87.45	2789045	12.55	693749_66_PRJNA447983_SRR6915169.err
2325	PRJNA763023	SRR16124293	38349149	37536393	38349149	37536393	3079286	75072786	66063116	88.00	9009670	12.00	693415_88_PRJNA763023_SRR16124293.err
2326	PRJEB72523		13305747	12530069	13305747	12530069	4094	25060138	22136755	88.33	2923383	11.67	234221_99_PRJEB72523_ERR14134538.err
2327	PRJEB59350		46257476	38476641	46257476	38476641	144670	76953282	67818268	88.13	9135014	11.87	234322_64_PRJEB59350_ERR10822983.err
2328	PRJEB59350		46895088	43100876	46895088	43100876	41710	86201752	76796528	89.09	9405224	10.91	234322_29_PRJEB59350_ERR10819455.err
2329	PRJNA447983	SRR6915126	40561845	39628862	40561845	39628862	327204	79257724	69820562	88.09	9437162	11.91	693749_50_PRJNA447983_SRR6915126.err
2330	PRJEB59350		29958009	24773919	29958009	24773919	49168	49547838	41700507	84.16	7847331	15.84	234322_53_PRJEB59350_ERR10818373.err
2331	PRJNA1237248	SRR32733187	49736831	49715583			0	49715583	42430758	85.35	7284825	14.65	234325_300_PRJNA1237248_SRR32733187.err
2332	PRJNA1237248	SRR32733064	43948381	43931633			0	43931633	38790255	88.30	5141378	11.70	234325_650_PRJNA1237248_SRR32733064.err
2333	PRJNA1237248	SRR32732878	47349829	47333428			0	47333428	43040297	90.93	4293131	9.07	234325_349_PRJNA1237248_SRR32732878.err
2334	PRJNA1237248	SRR32733446	52102317	52084884			0	52084884	47697306	91.58	4387578	8.42	234325_94_PRJNA1237248_SRR32733446.err
2335	PRJNA731589	SRR14610645	34742250	33907150	34742250	33907150	227186	67814300	44480010	65.59	23334290	34.41	693420_87_PRJNA731589_SRR14610645.err
2336	PRJEB59350		23795683	19146408	23795683	19146408	18848	38292816	34378960	89.78	3913856	10.22	234322_48_PRJEB59350_ERR10825382.err
2337	PRJNA763023	SRR16124326	34885993	34277806	34885993	34277806	2517662	68555612	61082928	89.10	7472684	10.90	693415_46_PRJNA763023_SRR16124326.err
2338	PRJNA1237248	SRR32733473	43820963	43801758			0	43801758	39593809	90.39	4207949	9.61	234325_511_PRJNA1237248_SRR32733473.err
2339	PRJNA429097	SRR6456146	20156614	18540046	20156614	18540046	18228	37080092	29932080	80.72	7148012	19.28	693416_129_PRJNA429097_SRR6456146.err
2340	PRJNA763023	SRR16124209	39758696	39167685	39758696	39167685	3525346	78335370	69658799	88.92	8676571	11.08	693415_55_PRJNA763023_SRR16124209.err
2341	PRJEB72523		10459007	10057813	10459007	10057813	4720	20115626	17889179	88.93	2226447	11.07	234221_72_PRJEB72523_ERR14129705.err
2342	PRJNA1237248	SRR32733039	43731378	43718255			0	43718255	39425270	90.18	4292985	9.82	234325_445_PRJNA1237248_SRR32733039.err
2343	PRJEB72524		11102148	10575042	11102148	10575042	488522	21150084	18552326	87.72	2597758	12.28	694103_66_PRJEB72524_ERR14205120.err
2344	PRJNA447983	SRR6915219	21754861	21304134	21754861	21304134	326442	42608268	37911386	88.98	4696882	11.02	693749_137_PRJNA447983_SRR6915219.err
2345	PRJEB72525		13607999	13039566	13607999	13039566	3892	26079132	19673550	75.44	6405582	24.56	232906_46_PRJEB72525_ERR14205412.err
2347	PRJEB72525		7601664	4411840	7601664	4411840	317020	8823680	6957747	78.85	1865933	21.15	232906_102_PRJEB72525_ERR14205196.err
2349	PRJNA1237248	SRR32732853	59802323	59780899			0	59780899	53395728	89.32	6385171	10.68	234325_66_PRJNA1237248_SRR32732853.err
2350	PRJNA1237248	SRR32732951	54469433	54446684			0	54446684	46828703	86.01	7617981	13.99	234325_91_PRJNA1237248_SRR32732951.err
2351	PRJNA447983	SRR6915145	16479577	16087184	16479577	16087184	50940	32174368	27854985	86.58	4319383	13.42	693749_1_PRJNA447983_SRR6915145.err
2352	PRJNA1237248	SRR32732982	49988789	49969113			0	49969113	44546786	89.15	5422327	10.85	234325_830_PRJNA1237248_SRR32732982.err
2353	PRJNA1237248	SRR32733440	41161220	41144329			0	41144329	36877443	89.63	4266886	10.37	234325_9_PRJNA1237248_SRR32733440.err
2354	PRJNA1167935	SRR30861142	65284803	62101071	65284803	62101071	35742	124202142	110722166	89.15	13479976	10.85	234217_45_PRJNA1167935_SRR30861142.err
2355	PRJNA429097	SRR6456142	22696739	20740247	22696739	20740247	12568	41480494	36795407	88.71	4685087	11.29	693416_171_PRJNA429097_SRR6456142.err
2356	PRJNA763023	SRR16124308	38869126	37546433	38869126	37546433	1596380	75092866	67815098	90.31	7277768	9.69	693415_103_PRJNA763023_SRR16124308.err
2357	PRJNA763023	SRR16124261	46398686	45483668	46398686	45483668	3406926	90967336	83521868	91.82	7445468	8.18	693415_189_PRJNA763023_SRR16124261.err
2358	PRJNA1237248	SRR32733016	45843021	45821143			0	45821143	40153968	87.63	5667175	12.37	234325_306_PRJNA1237248_SRR32733016.err
2359	PRJNA1237248	SRR32733355	55304320	55279704			0	55279704	48038674	86.90	7241030	13.10	234325_409_PRJNA1237248_SRR32733355.err
2360	PRJNA1237248	SRR32732921	28182987	28169831			0	28169831	25289055	89.77	2880776	10.23	234325_220_PRJNA1237248_SRR32732921.err
2362	PRJEB72524		24420075	23253071	24420075	23253071	1073386	46506142	40905524	87.96	5600618	12.04	694103_31_PRJEB72524_ERR14205083.err
2363	PRJNA1237248	SRR32733185	43720268	43701358			0	43701358	38434664	87.95	5266694	12.05	234325_129_PRJNA1237248_SRR32733185.err
2364	PRJEB72524		15234518	14417234	15234518	14417234	656410	28834468	24606372	85.34	4228096	14.66	694103_42_PRJEB72524_ERR14204784.err
2365	PRJNA1167935	SRR30861141	41871717	38858977	41871717	38858977	103682	77717954	58821057	75.69	18896897	24.31	234217_4_PRJNA1167935_SRR30861141.err
2366	PRJNA1237248	SRR32732913	41359471	41338876			0	41338876	37153846	89.88	4185030	10.12	234325_146_PRJNA1237248_SRR32732913.err
2368	PRJNA1237248	SRR32733306	35411729	35398602			0	35398602	31599480	89.27	3799122	10.73	234325_807_PRJNA1237248_SRR32733306.err
2369	PRJNA1237248	SRR32733075	49174698	49153359			0	49153359	42090467	85.63	7062892	14.37	234325_340_PRJNA1237248_SRR32733075.err
2371	PRJNA1237248	SRR32733331	50958514	50939278			0	50939278	42865558	84.15	8073720	15.85	234325_576_PRJNA1237248_SRR32733331.err
2372	PRJNA1237248	SRR32733132	40935096	40919726			0	40919726	37078309	90.61	3841417	9.39	234325_489_PRJNA1237248_SRR32733132.err
2373	PRJNA1237248	SRR32733691	54301085	54277752			0	54277752	48670150	89.67	5607602	10.33	234325_387_PRJNA1237248_SRR32733691.err
2374	PRJNA763023	SRR16124349	32920824	32438839	32920824	32438839	2935268	64877678	57773424	89.05	7104254	10.95	693415_49_PRJNA763023_SRR16124349.err
2375	PRJEB72523		14205250	13740623	14205250	13740623	29854	27481246	24622232	89.60	2859014	10.40	234221_26_PRJEB72523_ERR14134558.err
2376	PRJNA429097	SRR6456242	19697839	18421127	19697839	18421127	109170	36842254	32902112	89.31	3940142	10.69	693416_40_PRJNA429097_SRR6456242.err
2377	PRJNA1237248	SRR32732993	36349453	36333940			0	36333940	32000609	88.07	4333331	11.93	234325_259_PRJNA1237248_SRR32732993.err
2378	PRJNA1237248	SRR32733414	40978929	40965322			0	40965322	36808195	89.85	4157127	10.15	234325_364_PRJNA1237248_SRR32733414.err
2379	PRJNA1237248	SRR32733242	44172215	44151574			0	44151574	39476643	89.41	4674931	10.59	234325_395_PRJNA1237248_SRR32733242.err
2381	PRJNA731589	SRR14610718	45291220	44504957	45291220	44504957	113510	89009914	78803224	88.53	10206690	11.47	693420_67_PRJNA731589_SRR14610718.err
2383	PRJNA1237248	SRR32733525	49194288	49171144			0	49171144	44768992	91.05	4402152	8.95	234325_468_PRJNA1237248_SRR32733525.err
2386	PRJNA1237248	SRR32733254	42982322	42966816			0	42966816	37841750	88.07	5125066	11.93	234325_283_PRJNA1237248_SRR32733254.err
2387	PRJEB59350		20532288	16883195	20532288	16883195	58682	33766390	28947104	85.73	4819286	14.27	234322_56_PRJEB59350_ERR10825388.err
2388	PRJEB72525		13062263	8095936	13062263	8095936	455778	16191872	13989979	86.40	2201893	13.60	232906_32_PRJEB72525_ERR14205208.err
2390	PRJEB72525		19244990	12074120	19244990	12074120	759414	24148240	20818559	86.21	3329681	13.79	232906_111_PRJEB72525_ERR14205972.err
2391	PRJEB59350		13768741	11265270	13768741	11265270	143470	22530540	18761926	83.27	3768614	16.73	234322_78_PRJEB59350_ERR10838000.err
2392	PRJNA731589	SRR14610714	45636943	44857566	45636943	44857566	252094	89715132	81651920	91.01	8063212	8.99	693420_129_PRJNA731589_SRR14610714.err
2394	PRJEB72525		18479033	10954125	18479033	10954125	643948	21908250	19177496	87.54	2730754	12.46	232906_87_PRJEB72525_ERR14205223.err
2397	PRJNA429097	SRR6456148	17740244	16312806	17740244	16312806	9044	32625612	28719620	88.03	3905992	11.97	693416_82_PRJNA429097_SRR6456148.err
2398	PRJNA1237248	SRR32733356	35658040	35644777			0	35644777	32168214	90.25	3476563	9.75	234325_203_PRJNA1237248_SRR32733356.err
2400	PRJNA1167935	SRR30861075	38652432	36920034	38652432	36920034	19590	73840068	64235656	86.99	9604412	13.01	234217_7_PRJNA1167935_SRR30861075.err
2401	PRJNA731589	SRR14610641	36613800	36058630	36613800	36058630	99100	72117260	64511030	89.45	7606230	10.55	693420_13_PRJNA731589_SRR14610641.err
2402	PRJNA1167935	SRR30861129	57808218	54888451	57808218	54888451	53726	109776902	95465830	86.96	14311072	13.04	234217_69_PRJNA1167935_SRR30861129.err
2403	PRJEB72523		18061656	17326942	18061656	17326942	25304	34653884	30937582	89.28	3716302	10.72	234221_142_PRJEB72523_ERR14137408.err
2404	PRJNA1237248	SRR32733624	39232420	39215072			0	39215072	34479950	87.93	4735122	12.07	234325_450_PRJNA1237248_SRR32733624.err
2407	PRJNA1237248	SRR32732838	48935476	48915714			0	48915714	44481153	90.93	4434561	9.07	234325_195_PRJNA1237248_SRR32732838.err
2408	PRJNA429097	SRR6451254	17027825	15759260	17027825	15759260	23466	31518520	27993589	88.82	3524931	11.18	693416_131_PRJNA429097_SRR6451254.err
2410	PRJEB72524		17076940	16218168	17076940	16218168	762310	32436336	28887299	89.06	3549037	10.94	694103_19_PRJEB72524_ERR14205042.err
2411	PRJNA1237248	SRR32733370	58300134	58275601			0	58275601	52688083	90.41	5587518	9.59	234325_838_PRJNA1237248_SRR32733370.err
2414	PRJEB72524		15391538	14582086	15391538	14582086	679174	29164172	25508688	87.47	3655484	12.53	694103_107_PRJEB72524_ERR14205089.err
2415	PRJEB72523		9949911	9646528	9949911	9646528	39944	19293056	16427224	85.15	2865832	14.85	234221_162_PRJEB72523_ERR14129698.err
2416	PRJNA763023	SRR16124269	34487215	33680114	34487215	33680114	1686672	67360228	59111723	87.75	8248505	12.25	693415_62_PRJNA763023_SRR16124269.err
2417	PRJEB59350		25835335	21286619	25835335	21286619	107872	42573238	38268045	89.89	4305193	10.11	234322_113_PRJEB59350_ERR10838187.err
2418	PRJNA731589	SRR14610621	40470839	39937746	40470839	39937746	186592	79875492	70595113	88.38	9280379	11.62	693420_122_PRJNA731589_SRR14610621.err
2419	PRJEB72525		9720195	5910392	9720195	5910392	469232	11820784	9837815	83.22	1982969	16.78	232906_57_PRJEB72525_ERR14205204.err
2420	PRJEB72523		20390792	19199926	20390792	19199926	13712	38399852	33381286	86.93	5018566	13.07	234221_130_PRJEB72523_ERR14139816.err
2421	PRJEB72524		46830919	44550176	46830919	44550176	2042060	89100352	79956342	89.74	9144010	10.26	694103_43_PRJEB72524_ERR14205094.err
2422	PRJEB59350		25354229	21062181	25354229	21062181	45520	42124362	37313845	88.58	4810517	11.42	234322_3_PRJEB59350_ERR10824096.err
2424	PRJNA531273	SRR8865596	4942133	4676195	4942133	4676195	33012	9352390	6934358	74.15	2418032	25.85	693418_13_PRJNA531273_SRR8865596.err
2425	PRJEB72523		20611874	19977548	20611874	19977548	60782	39955096	35587843	89.07	4367253	10.93	234221_75_PRJEB72523_ERR14139818.err
2426	PRJNA1237248	SRR32733412	38839574	38823150			0	38823150	34494857	88.85	4328293	11.15	234325_307_PRJNA1237248_SRR32733412.err
2429	PRJNA1237248	SRR32732919	37755940	37743017			0	37743017	34011482	90.11	3731535	9.89	234325_668_PRJNA1237248_SRR32732919.err
2430	PRJEB72523		12846843	12412126	12846843	12412126	24254	24824252	22044009	88.80	2780243	11.20	234221_131_PRJEB72523_ERR14134527.err
2432	PRJEB72525		2993213	2086000	2993213	2086000	77780	4172000	3566213	85.48	605787	14.52	232906_37_PRJEB72525_ERR14205376.err
2434	PRJEB72525		10955150	6757058	10955150	6757058	423194	13514116	11812215	87.41	1701901	12.59	232906_6_PRJEB72525_ERR14205985.err
2435	PRJNA1237248	SRR32733491	48584332	48564596			0	48564596	43997384	90.60	4567212	9.40	234325_412_PRJNA1237248_SRR32733491.err
2436	PRJNA763023	SRR16124208	37235160	36719307	37235160	36719307	3572410	73438614	65235836	88.83	8202778	11.17	693415_47_PRJNA763023_SRR16124208.err
2437	PRJNA1237248	SRR32733336	59598943	59574371			0	59574371	52866319	88.74	6708052	11.26	234325_638_PRJNA1237248_SRR32733336.err
2439	PRJNA1237248	SRR32733575	45428494	45407860			0	45407860	40806226	89.87	4601634	10.13	234325_683_PRJNA1237248_SRR32733575.err
2440	PRJEB72523		10979027	10623280	10979027	10623280	23490	21246560	18960172	89.24	2286388	10.76	234221_13_PRJEB72523_ERR14132105.err
2441	PRJEB72524		38936527	37232087	38936527	37232087	1669584	74464174	65450312	87.90	9013862	12.10	694103_164_PRJEB72524_ERR14205006.err
2443	PRJNA1237248	SRR32733393	69004119	68972739			0	68972739	61291723	88.86	7681016	11.14	234325_670_PRJNA1237248_SRR32733393.err
2444	PRJNA731589	SRR14610713	35277108	34871901	35277108	34871901	130106	69743802	64130098	91.95	5613704	8.05	693420_9_PRJNA731589_SRR14610713.err
2445	PRJEB72523		20237806	19334979	20237806	19334979	5800	38669958	35263671	91.19	3406287	8.81	234221_7_PRJEB72523_ERR14139815.err
2446	PRJNA1237248	SRR32733369	36108022	36094813			0	36094813	32437493	89.87	3657320	10.13	234325_717_PRJNA1237248_SRR32733369.err
2447	PRJNA763023	SRR16124285	37077925	36307554	37077925	36307554	2148514	72615108	65933290	90.80	6681818	9.20	693415_39_PRJNA763023_SRR16124285.err
2448	PRJNA1237248	SRR32733396	53020759	53002245			0	53002245	46487096	87.71	6515149	12.29	234325_617_PRJNA1237248_SRR32733396.err
2449	PRJEB72523		27404270	25565252	27404270	25565252	14250	51130504	41616853	81.39	9513651	18.61	234221_137_PRJEB72523_ERR14141094.err
2450	PRJNA1237248	SRR32733248	48897601	48876561			0	48876561	44027970	90.08	4848591	9.92	234325_24_PRJNA1237248_SRR32733248.err
2451	PRJNA429097	SRR6456153	17573374	16333172	17573374	16333172	15900	32666344	29288170	89.66	3378174	10.34	693416_61_PRJNA429097_SRR6456153.err
2452	PRJNA1237248	SRR32732872	39224328	39207499			0	39207499	35274983	89.97	3932516	10.03	234325_49_PRJNA1237248_SRR32732872.err
2454	PRJNA1237248	SRR32733609	45058446	45039470			0	45039470	40522920	89.97	4516550	10.03	234325_266_PRJNA1237248_SRR32733609.err
2455	PRJNA1237248	SRR32733434	39237387	39220867			0	39220867	35819266	91.33	3401601	8.67	234325_0_PRJNA1237248_SRR32733434.err
2457	PRJEB72524		9068220	8598071	9068220	8598071	396958	17196142	15219511	88.51	1976631	11.49	694103_132_PRJEB72524_ERR14205037.err
2459	PRJNA447983	SRR6915170	14405150	14047693	14405150	14047693	22034	28095386	24874931	88.54	3220455	11.46	693749_106_PRJNA447983_SRR6915170.err
2460	PRJNA429097	SRR6451670	21116431	19437600	21116431	19437600	42530	38875200	31928510	82.13	6946690	17.87	693416_87_PRJNA429097_SRR6451670.err
2461	PRJEB72523		26477870	25641290	26477870	25641290	67740	51282580	45585537	88.89	5697043	11.11	234221_149_PRJEB72523_ERR14141089.err
2463	PRJEB59350		34734573	29499336	34734573	29499336	19972	58998672	52077891	88.27	6920781	11.73	234322_37_PRJEB59350_ERR10825588.err
2464	PRJNA1237248	SRR32733377	64332474	64300168			0	64300168	58213185	90.53	6086983	9.47	234325_625_PRJNA1237248_SRR32733377.err
2465	PRJEB59350		21098329	19548508	21098329	19548508	15794	39097016	35144303	89.89	3952713	10.11	234322_121_PRJEB59350_ERR10825520.err
2467	PRJNA1167935	SRR30861080	48160272	45564740	48160272	45564740	31672	91129480	77418985	84.95	13710495	15.05	234217_43_PRJNA1167935_SRR30861080.err
2468	PRJNA447983	SRR6915175	18771174	18398371	18771174	18398371	130798	36796742	31968694	86.88	4828048	13.12	693749_70_PRJNA447983_SRR6915175.err
2469	PRJNA1167935	SRR30861116	42794544	40546363	42794544	40546363	88444	81092726	66851232	82.44	14241494	17.56	234217_28_PRJNA1167935_SRR30861116.err
2470	PRJEB72523		14812945	14230930	14812945	14230930	100086	28461860	24928902	87.59	3532958	12.41	234221_56_PRJEB72523_ERR14134999.err
2472	PRJEB72526		9494143	8807741	9494143	8807741	32348	17615482	14641358	83.12	2974124	16.88	234324_31_PRJEB72526_ERR14218885.err
2473	PRJNA1237248	SRR32733409	39631148	39616178			0	39616178	35771372	90.29	3844806	9.71	234325_60_PRJNA1237248_SRR32733409.err
2474	PRJEB72525		7283232	4359116	7283232	4359116	289706	8718232	7487538	85.88	1230694	14.12	232906_101_PRJEB72525_ERR14205390.err
2475	PRJNA763023	SRR16124201	36732384	36190761	36732384	36190761	2733648	72381522	68203464	94.23	4178058	5.77	693415_162_PRJNA763023_SRR16124201.err
2476	PRJNA1237248	SRR32733616	45781632	45762430			0	45762430	39869943	87.12	5892487	12.88	234325_753_PRJNA1237248_SRR32733616.err
2477	PRJEB72524		15834672	15066038	15834672	15066038	10602	30132076	27087042	89.89	3045034	10.11	694103_84_PRJEB72524_ERR14205138.err
2478	PRJEB72524		15380480	14583733	15380480	14583733	682468	29167466	25902495	88.81	3264971	11.19	694103_78_PRJEB72524_ERR14205023.err
2481	PRJNA763023	SRR16124174	38197025	37660701	38197025	37660701	2649252	75321402	69556269	92.35	5765133	7.65	693415_107_PRJNA763023_SRR16124174.err
